系列,年,地域,施設タイプ,客室稼働率
全施設,2013,北海道,シティホテル,69.3
全施設,2013,北海道,ビジネスホテル,66.9
全施設,2013,北海道,リゾートホテル,43.4
全施設,2013,北海道,会社・団体の宿泊所,38.0
全施設,2013,北海道,全体,56.3
全施設,2013,北海道,旅館,44.0
全施設,2013,千葉県,シティホテル,78.1
全施設,2013,千葉県,ビジネスホテル,71.4
全施設,2013,千葉県,リゾートホテル,80.6
全施設,2013,千葉県,会社・団体の宿泊所,20.2
全施設,2013,千葉県,全体,65.2
全施設,2013,千葉県,旅館,29.5
全施設,2013,和歌山県,シティホテル,64.7
全施設,2013,和歌山県,ビジネスホテル,54.9
全施設,2013,和歌山県,リゾートホテル,42.8
全施設,2013,和歌山県,会社・団体の宿泊所,27.5
全施設,2013,和歌山県,全体,38.5
全施設,2013,和歌山県,旅館,35.1
全施設,2013,埼玉県,シティホテル,73.4
全施設,2013,埼玉県,ビジネスホテル,75.5
全施設,2013,埼玉県,リゾートホテル,33.0
全施設,2013,埼玉県,会社・団体の宿泊所,18.9
全施設,2013,埼玉県,全体,61.3
全施設,2013,埼玉県,旅館,23.8
全施設,2013,大分県,シティホテル,65.8
全施設,2013,大分県,ビジネスホテル,61.7
全施設,2013,大分県,リゾートホテル,61.9
全施設,2013,大分県,会社・団体の宿泊所,31.2
全施設,2013,大分県,全体,51.3
全施設,2013,大分県,旅館,39.7
全施設,2013,大阪府,シティホテル,82.5
全施設,2013,大阪府,ビジネスホテル,78.6
全施設,2013,大阪府,リゾートホテル,79.5
全施設,2013,大阪府,会社・団体の宿泊所,31.9
全施設,2013,大阪府,全体,76.2
全施設,2013,大阪府,旅館,40.1
全施設,2013,奈良県,シティホテル,74.9
全施設,2013,奈良県,ビジネスホテル,68.6
全施設,2013,奈良県,リゾートホテル,55.4
全施設,2013,奈良県,会社・団体の宿泊所,33.9
全施設,2013,奈良県,全体,44.6
全施設,2013,奈良県,旅館,25.8
全施設,2013,宮城県,シティホテル,69.1
全施設,2013,宮城県,ビジネスホテル,78.7
全施設,2013,宮城県,リゾートホテル,44.4
全施設,2013,宮城県,会社・団体の宿泊所,23.4
全施設,2013,宮城県,全体,64.4
全施設,2013,宮城県,旅館,46.5
全施設,2013,宮崎県,シティホテル,63.8
全施設,2013,宮崎県,ビジネスホテル,56.0
全施設,2013,宮崎県,リゾートホテル,39.5
全施設,2013,宮崎県,会社・団体の宿泊所,0.0
全施設,2013,宮崎県,全体,45.9
全施設,2013,宮崎県,旅館,28.5
全施設,2013,富山県,シティホテル,70.6
全施設,2013,富山県,ビジネスホテル,62.6
全施設,2013,富山県,リゾートホテル,46.9
全施設,2013,富山県,会社・団体の宿泊所,35.8
全施設,2013,富山県,全体,50.3
全施設,2013,富山県,旅館,30.4
全施設,2013,山口県,シティホテル,58.3
全施設,2013,山口県,ビジネスホテル,62.2
全施設,2013,山口県,リゾートホテル,49.8
全施設,2013,山口県,会社・団体の宿泊所,9.8
全施設,2013,山口県,全体,53.0
全施設,2013,山口県,旅館,33.6
全施設,2013,山形県,シティホテル,61.9
全施設,2013,山形県,ビジネスホテル,68.0
全施設,2013,山形県,リゾートホテル,36.6
全施設,2013,山形県,会社・団体の宿泊所,29.5
全施設,2013,山形県,全体,44.6
全施設,2013,山形県,旅館,30.4
全施設,2013,山梨県,シティホテル,71.6
全施設,2013,山梨県,ビジネスホテル,64.6
全施設,2013,山梨県,リゾートホテル,53.8
全施設,2013,山梨県,会社・団体の宿泊所,15.9
全施設,2013,山梨県,全体,39.8
全施設,2013,山梨県,旅館,30.4
全施設,2013,岐阜県,シティホテル,58.3
全施設,2013,岐阜県,ビジネスホテル,59.1
全施設,2013,岐阜県,リゾートホテル,52.0
全施設,2013,岐阜県,会社・団体の宿泊所,24.8
全施設,2013,岐阜県,全体,44.1
全施設,2013,岐阜県,旅館,33.6
全施設,2013,岡山県,シティホテル,58.8
全施設,2013,岡山県,ビジネスホテル,68.0
全施設,2013,岡山県,リゾートホテル,34.7
全施設,2013,岡山県,会社・団体の宿泊所,10.6
全施設,2013,岡山県,全体,54.5
全施設,2013,岡山県,旅館,33.5
全施設,2013,岩手県,シティホテル,67.4
全施設,2013,岩手県,ビジネスホテル,66.8
全施設,2013,岩手県,リゾートホテル,36.0
全施設,2013,岩手県,会社・団体の宿泊所,66.6
全施設,2013,岩手県,全体,50.4
全施設,2013,岩手県,旅館,45.1
全施設,2013,島根県,シティホテル,62.3
全施設,2013,島根県,ビジネスホテル,71.2
全施設,2013,島根県,リゾートホテル,29.7
全施設,2013,島根県,会社・団体の宿泊所,57.1
全施設,2013,島根県,全体,51.4
全施設,2013,島根県,旅館,38.2
全施設,2013,広島県,シティホテル,80.8
全施設,2013,広島県,ビジネスホテル,68.1
全施設,2013,広島県,リゾートホテル,52.1
全施設,2013,広島県,会社・団体の宿泊所,21.5
全施設,2013,広島県,全体,57.6
全施設,2013,広島県,旅館,29.9
全施設,2013,徳島県,シティホテル,56.3
全施設,2013,徳島県,ビジネスホテル,59.1
全施設,2013,徳島県,リゾートホテル,42.3
全施設,2013,徳島県,会社・団体の宿泊所,23.2
全施設,2013,徳島県,全体,46.0
全施設,2013,徳島県,旅館,27.0
全施設,2013,愛媛県,シティホテル,64.1
全施設,2013,愛媛県,ビジネスホテル,58.9
全施設,2013,愛媛県,リゾートホテル,35.8
全施設,2013,愛媛県,会社・団体の宿泊所,25.1
全施設,2013,愛媛県,全体,48.3
全施設,2013,愛媛県,旅館,41.7
全施設,2013,愛知県,シティホテル,77.4
全施設,2013,愛知県,ビジネスホテル,67.7
全施設,2013,愛知県,リゾートホテル,42.6
全施設,2013,愛知県,会社・団体の宿泊所,39.6
全施設,2013,愛知県,全体,62.1
全施設,2013,愛知県,旅館,30.0
全施設,2013,新潟県,シティホテル,62.1
全施設,2013,新潟県,ビジネスホテル,62.9
全施設,2013,新潟県,リゾートホテル,30.1
全施設,2013,新潟県,会社・団体の宿泊所,53.0
全施設,2013,新潟県,全体,38.3
全施設,2013,新潟県,旅館,23.4
全施設,2013,東京都,シティホテル,85.0
全施設,2013,東京都,ビジネスホテル,82.7
全施設,2013,東京都,リゾートホテル,69.4
全施設,2013,東京都,会社・団体の宿泊所,62.6
全施設,2013,東京都,全体,81.1
全施設,2013,東京都,旅館,34.8
全施設,2013,栃木県,シティホテル,57.2
全施設,2013,栃木県,ビジネスホテル,65.4
全施設,2013,栃木県,リゾートホテル,43.4
全施設,2013,栃木県,会社・団体の宿泊所,28.7
全施設,2013,栃木県,全体,47.6
全施設,2013,栃木県,旅館,36.5
全施設,2013,沖縄県,シティホテル,68.2
全施設,2013,沖縄県,ビジネスホテル,68.7
全施設,2013,沖縄県,リゾートホテル,66.1
全施設,2013,沖縄県,会社・団体の宿泊所,17.8
全施設,2013,沖縄県,全体,57.0
全施設,2013,沖縄県,旅館,30.2
全施設,2013,滋賀県,シティホテル,70.1
全施設,2013,滋賀県,ビジネスホテル,56.8
全施設,2013,滋賀県,リゾートホテル,54.5
全施設,2013,滋賀県,会社・団体の宿泊所,17.4
全施設,2013,滋賀県,全体,45.6
全施設,2013,滋賀県,旅館,37.5
全施設,2013,熊本県,シティホテル,68.9
全施設,2013,熊本県,ビジネスホテル,62.0
全施設,2013,熊本県,リゾートホテル,59.2
全施設,2013,熊本県,会社・団体の宿泊所,25.4
全施設,2013,熊本県,全体,50.1
全施設,2013,熊本県,旅館,36.3
全施設,2013,石川県,シティホテル,70.8
全施設,2013,石川県,ビジネスホテル,65.0
全施設,2013,石川県,リゾートホテル,49.5
全施設,2013,石川県,会社・団体の宿泊所,45.6
全施設,2013,石川県,全体,56.6
全施設,2013,石川県,旅館,43.4
全施設,2013,神奈川県,シティホテル,79.6
全施設,2013,神奈川県,ビジネスホテル,77.8
全施設,2013,神奈川県,リゾートホテル,62.8
全施設,2013,神奈川県,会社・団体の宿泊所,33.9
全施設,2013,神奈川県,全体,62.5
全施設,2013,神奈川県,旅館,40.7
全施設,2013,福井県,シティホテル,46.4
全施設,2013,福井県,ビジネスホテル,55.2
全施設,2013,福井県,リゾートホテル,40.6
全施設,2013,福井県,会社・団体の宿泊所,21.9
全施設,2013,福井県,全体,33.7
全施設,2013,福井県,旅館,21.1
全施設,2013,福岡県,シティホテル,75.9
全施設,2013,福岡県,ビジネスホテル,70.2
全施設,2013,福岡県,リゾートホテル,57.9
全施設,2013,福岡県,会社・団体の宿泊所,39.4
全施設,2013,福岡県,全体,62.2
全施設,2013,福岡県,旅館,20.7
全施設,2013,福島県,シティホテル,72.3
全施設,2013,福島県,ビジネスホテル,79.2
全施設,2013,福島県,リゾートホテル,35.2
全施設,2013,福島県,会社・団体の宿泊所,19.9
全施設,2013,福島県,全体,47.4
全施設,2013,福島県,旅館,31.1
全施設,2013,秋田県,シティホテル,62.2
全施設,2013,秋田県,ビジネスホテル,60.4
全施設,2013,秋田県,リゾートホテル,43.2
全施設,2013,秋田県,会社・団体の宿泊所,22.5
全施設,2013,秋田県,全体,45.6
全施設,2013,秋田県,旅館,30.8
全施設,2013,群馬県,シティホテル,63.9
全施設,2013,群馬県,ビジネスホテル,61.0
全施設,2013,群馬県,リゾートホテル,43.6
全施設,2013,群馬県,会社・団体の宿泊所,37.3
全施設,2013,群馬県,全体,46.1
全施設,2013,群馬県,旅館,42.5
全施設,2013,茨城県,シティホテル,64.0
全施設,2013,茨城県,ビジネスホテル,60.7
全施設,2013,茨城県,リゾートホテル,52.3
全施設,2013,茨城県,会社・団体の宿泊所,14.5
全施設,2013,茨城県,全体,46.9
全施設,2013,茨城県,旅館,23.8
全施設,2013,長崎県,シティホテル,64.6
全施設,2013,長崎県,ビジネスホテル,67.5
全施設,2013,長崎県,リゾートホテル,57.1
全施設,2013,長崎県,会社・団体の宿泊所,30.4
全施設,2013,長崎県,全体,49.8
全施設,2013,長崎県,旅館,35.5
全施設,2013,長野県,シティホテル,72.2
全施設,2013,長野県,ビジネスホテル,64.1
全施設,2013,長野県,リゾートホテル,38.0
全施設,2013,長野県,会社・団体の宿泊所,23.6
全施設,2013,長野県,全体,32.8
全施設,2013,長野県,旅館,22.5
全施設,2013,青森県,シティホテル,50.8
全施設,2013,青森県,ビジネスホテル,66.5
全施設,2013,青森県,リゾートホテル,41.0
全施設,2013,青森県,会社・団体の宿泊所,14.7
全施設,2013,青森県,全体,47.8
全施設,2013,青森県,旅館,33.6
全施設,2013,静岡県,シティホテル,63.2
全施設,2013,静岡県,ビジネスホテル,61.6
全施設,2013,静岡県,リゾートホテル,51.2
全施設,2013,静岡県,会社・団体の宿泊所,27.8
全施設,2013,静岡県,全体,48.2
全施設,2013,静岡県,旅館,39.2
全施設,2013,香川県,シティホテル,62.4
全施設,2013,香川県,ビジネスホテル,52.6
全施設,2013,香川県,リゾートホテル,57.1
全施設,2013,香川県,会社・団体の宿泊所,35.0
全施設,2013,香川県,全体,47.4
全施設,2013,香川県,旅館,31.8
全施設,2013,高知県,シティホテル,61.6
全施設,2013,高知県,ビジネスホテル,54.9
全施設,2013,高知県,リゾートホテル,44.6
全施設,2013,高知県,会社・団体の宿泊所,11.5
全施設,2013,高知県,全体,42.8
全施設,2013,高知県,旅館,29.1
全施設,2013,鳥取県,シティホテル,69.6
全施設,2013,鳥取県,ビジネスホテル,68.7
全施設,2013,鳥取県,リゾートホテル,33.9
全施設,2013,鳥取県,会社・団体の宿泊所,0.0
全施設,2013,鳥取県,全体,51.9
全施設,2013,鳥取県,旅館,39.2
全施設,2013,鹿児島県,シティホテル,64.9
全施設,2013,鹿児島県,ビジネスホテル,62.4
全施設,2013,鹿児島県,リゾートホテル,38.0
全施設,2013,鹿児島県,会社・団体の宿泊所,14.8
全施設,2013,鹿児島県,全体,48.6
全施設,2013,鹿児島県,旅館,33.8
全施設,2014,三重県,シティホテル,68.6
全施設,2014,三重県,ビジネスホテル,61.8
全施設,2014,三重県,リゾートホテル,48.3
全施設,2014,三重県,会社・団体の宿泊所,26.5
全施設,2014,三重県,全体,45.8
全施設,2014,三重県,旅館,34.9
全施設,2014,京都府,シティホテル,82.3
全施設,2014,京都府,ビジネスホテル,81.2
全施設,2014,京都府,リゾートホテル,55.6
全施設,2014,京都府,会社・団体の宿泊所,32.7
全施設,2014,京都府,全体,67.7
全施設,2014,京都府,旅館,43.8
全施設,2014,佐賀県,シティホテル,52.1
全施設,2014,佐賀県,ビジネスホテル,63.6
全施設,2014,佐賀県,リゾートホテル,58.2
全施設,2014,佐賀県,会社・団体の宿泊所,10.2
全施設,2014,佐賀県,全体,52.5
全施設,2014,佐賀県,旅館,42.0
全施設,2014,全国,シティホテル,77.3
全施設,2014,全国,ビジネスホテル,72.1
全施設,2014,全国,リゾートホテル,54.0
全施設,2014,全国,会社・団体の宿泊所,28.8
全施設,2014,全国,全体,57.4
全施設,2014,全国,旅館,35.2
全施設,2014,兵庫県,シティホテル,74.3
全施設,2014,兵庫県,ビジネスホテル,75.2
全施設,2014,兵庫県,リゾートホテル,54.1
全施設,2014,兵庫県,会社・団体の宿泊所,37.7
全施設,2014,兵庫県,全体,54.9
全施設,2014,兵庫県,旅館,32.5
全施設,2014,北海道,シティホテル,72.6
全施設,2014,北海道,ビジネスホテル,66.4
全施設,2014,北海道,リゾートホテル,46.4
全施設,2014,北海道,会社・団体の宿泊所,37.7
全施設,2014,北海道,全体,57.8
全施設,2014,北海道,旅館,47.0
全施設,2014,千葉県,シティホテル,79.2
全施設,2014,千葉県,ビジネスホテル,72.8
全施設,2014,千葉県,リゾートホテル,80.6
全施設,2014,千葉県,会社・団体の宿泊所,27.4
全施設,2014,千葉県,全体,66.8
全施設,2014,千葉県,旅館,31.7
全施設,2014,和歌山県,シティホテル,64.3
全施設,2014,和歌山県,ビジネスホテル,54.8
全施設,2014,和歌山県,リゾートホテル,47.3
全施設,2014,和歌山県,会社・団体の宿泊所,21.6
全施設,2014,和歌山県,全体,39.9
全施設,2014,和歌山県,旅館,39.1
全施設,2014,埼玉県,シティホテル,77.1
全施設,2014,埼玉県,ビジネスホテル,76.3
全施設,2014,埼玉県,リゾートホテル,33.1
全施設,2014,埼玉県,会社・団体の宿泊所,23.6
全施設,2014,埼玉県,全体,64.4
全施設,2014,埼玉県,旅館,29.0
全施設,2014,大分県,シティホテル,70.5
全施設,2014,大分県,ビジネスホテル,67.6
全施設,2014,大分県,リゾートホテル,60.8
全施設,2014,大分県,会社・団体の宿泊所,34.2
全施設,2014,大分県,全体,53.6
全施設,2014,大分県,旅館,38.6
全施設,2014,大阪府,シティホテル,85.5
全施設,2014,大阪府,ビジネスホテル,83.2
全施設,2014,大阪府,リゾートホテル,85.8
全施設,2014,大阪府,会社・団体の宿泊所,27.0
全施設,2014,大阪府,全体,81.0
全施設,2014,大阪府,旅館,43.1
全施設,2014,奈良県,シティホテル,75.6
全施設,2014,奈良県,ビジネスホテル,61.6
全施設,2014,奈良県,リゾートホテル,53.5
全施設,2014,奈良県,会社・団体の宿泊所,19.2
全施設,2014,奈良県,全体,42.8
全施設,2014,奈良県,旅館,25.2
全施設,2014,宮城県,シティホテル,71.7
全施設,2014,宮城県,ビジネスホテル,74.7
全施設,2014,宮城県,リゾートホテル,44.6
全施設,2014,宮城県,会社・団体の宿泊所,30.0
全施設,2014,宮城県,全体,60.5
全施設,2014,宮城県,旅館,42.4
全施設,2014,宮崎県,シティホテル,60.8
全施設,2014,宮崎県,ビジネスホテル,56.7
全施設,2014,宮崎県,リゾートホテル,34.5
